ID,TEXT,CLASS
3887,"USUARIA REFIERE NO SUFRE VIOLENCIA, SOLICITA ASESORIA DE DIVORCIO, SE LE BRINDAN REQUISITOS Y SE LE DA ASESORIA, SE LE OFRECEN LOS SERVICIOS DEL CENTRO.",0
3888,"VIOLENCIA PSICOLOGICA, ME INSULTA CADA VEZ QUE VA A RECOGER A NUESTROS HIJOS.",0
3889,"USUARIA MENCIONA QUE TUVO UNA RELACION DE TRES AÑOS CON SU EX PAREJA CON QUIEN VIVIO SOLO DOS MESES EN UNION LIBRE, TIENEN UN HIJO EN COMUN DE UN AÑO DE EDAD. HACE CINCO MESES SEPARARON DEBIDO A CONFLICTOS POR LA FAMILIA DE SU EX PAREJA Y FUE EL QUIEN TERMINO LA RELACION Y CORRIO A USUARIA DEL DOMICILIO EN DONDE VIVIAN, ACTUALMENTE USUARIA VIVE EN CASA DE SUS PADRES Y SON ELLOS QUIENES LA APOYAN DE MANERA MORAL Y ECONOMICA YA QUE ELLA NO SE ENCUENTRA TRABAJANDO. REFIERE QUE SU EX PAREJA SOLO DE VEZ EN CUANDO ACUDE AL DOMICILIO DE USUARIA PARA VISITAR Y CONVIVIR CON EL, SIN EMBARGO EL EXIGE LLEVARSE AL NIÑO A CONVIVR FUERA DEL DOMICILIO DE USUARIA POR LO QUE ELLA NO ESTA DE ACUERDO, ADEMAS LA PENSION LA APORTA SOLO DE VEZ EN CUANDO EN ESPECIE, POR LO QUE USUARIA ACUDE A EXPONER LOS HECHOS Y SOLICITA ASESORIA JURIDICA, EN ORIENTACION SE RESUELVEN DUDAS Y SE BRINDARON REQUISITOS DE TRAMITE DE CUESTIONES FAMILIARES.",0
3890,"USUARIA REFIERE QUE AGRESOR ES SU ACTUAL PAREJA Y MENCIONA ULTIMO HECHO DE VIOLENCIA AYER ABRIL POR LA NOCHE AGRESOR COMENZO A DISCUTIR CON USUARIA POR CELOS, RECLAMANDOLE QUE ELLA ANDABA CON OTRO HOMBRE Y LA CORRIO DE LA CASA GRITANDOLE QUE ERA UNA PUTA Y QUE SE FUERA A LA VERGA, AMENAZO CON QUITARLE AL NIÑO, LE AVENTO EL CELULAR Y LA EMPUJO A ELLA, USUARIA SE SALIO DE LA CASA CON SUS PERTENENCIAS PERO AGRESOR NO LE QUISO ENTREGAR AL NIÑO, USUARIA LE HABLO A SU FAMILIAR Y LLEGO CON APOYO DE LA POLICIA Y LA AYUDARON A RECUPERAR A SU HIJO.
AGRESOR LE MANDO MUCHOS MENSAJES A USUARIA INSULTANDOLA Y AMENAZAS CON QUITARLE AL NIÑO. 
USUARIA SOLICITA MEDIDAS , SE LE BRINDAN REQUISITOS DE G Y C Y PLAN DE SEGURIDAD.",0
3891,"LA USUARIA MANIFIESTA QUE NO EXISTEN HECHOS DE VIOLENCIA HACIA ELLA, DESEA SOLO PROMOVER LA DEMANDA DE GUARDA Y CUSTODIA PENSION DE ALIMENTOS,LA USUARIA DICE QUE NUNCA LE HA DADO DINERO PARA LA MANUNTENCION DE LA MENOR QUE AMBOS PORCREARON. TOMARA TEREAPIA PSICOLOGICA GRUPAL",0
3892,"UN DIA DE MARZO POR LA MAÑANA LE MANDA UN MENSAJE SU EX PAREJA CON QUIEN VIVIO 3 MESES, DICIENDO: ""PNCHE ENFERMA DE QUE NOMAS ESTAR PENSANDO A QUIEN VA A CONOCER, EL DIA SIGUIENTE OPARA QUE SE LA COJAN Y TAMBIEN LES COBAS 500 LA PRIMERA VEZ A MI Y LUEGO YA ES PORQUE TE FASCINA QUE TE ESTEN COJIENDO BUENO ASI ME DEICAS A MI QUE TE FASCINABA QUE TE COJIERAN. DICES QUE NO TE COJE EL CUÑADO EL DE ALEIDA... Y HASTA EL VATO QUE TIENE AHORITA TU HERMANA TAMBIEN YA TE COJIO POR TE CORRIO A LA CHINGADA POR PROBLEMATICA CHANTAJISTA Y CENTAVERA.... NETA QUE ERES UNA MUJER ASQUEROSA Y COCHINA SIN DIGNIDAD NI VALOS POR ESO REGRESASTE CON TU VATO , AL CABO YA SABE QUIEN SE HA METIDO CONTIGO ASI LE GUSTA.""",0
3893,"MI ESPOSO Y YO ESTAMOS SEPARADOS, VIVIMOS EN LA MISMA CASA PERO EN DIFERENTES CUARTOS, ACTUALMENTE SE ESTÁ CONSTRUYENDO MI COCINA Y ÚNICAMENTE ESTÁ COMPLETA LA DE ÉL, SI VE QUE HAY COSAS MÍAS, LAS PONE EN EL PISO.
SOLICITO ATENCIÓN PSICOLÓGICA, NO ME SIENTO BIEN EMOCIONALMENTE.
A MEDIADOS DE AÑO EL DEJO DE INSULTARME, DEBIDO A QUE PLATEE LA SEPARACIÓN DE LA CASA
ME INSULTABA DICIÉNDOME: “NO SIRVES PARA NADA, NO SABES PENSAR, TODO ME CORRESPONDE A MÍ, YO ME QUEDARE CON ESTA CASA” “NO ESTÉS CHINGANDO” “PENDEJA” ME CULPABA DE CUALQUIER DETALLE QUE SUCEDÍA PORQUE “YO NO PENSABA”.",0
3894,"ACUDO PORQUE QUIERO TRAMITAR EL DIVORCIO MI ESPOSO HACE UNA SEMANA SE FUE DE LA CAS, HEMOS HABLADO Y NO QUIERE REGRESAR CONMIGO, DESOE LA PESNION PARA MI HIJO MENOR QUE TENEMOS EN COMUN, MI ESPOSO ME DICE QUE SE VA POR MI FORMA DE SER, EN LA CUESTION ECONOMICA NO ME APOYABA NADA, YO TRABAJABA, EN CIERTO MOMENTOS FUE CELOSO, ME HACIA SENTIR MENOR PORQUE YO ERA MAMA SOLTERA, ME HACIA SENTIR MENOS, HACE TIEMPO ME DIAGNOSTICARON ANSIEDAD, HACE MEDIO AÑO YO CAMBIE, YO LE ROGABA PORQUE NO ME APOYABA EN NADA ENTONCE DECIDI PONERME A TRABAJAR, YO AGUANTE PORQUE YA ERAN TRES FACASOS EN PAREJA. MI ESPOS INGIERE ALCHOL MUYS EGUIDO Y ESTE FIN DE SEMANA SE LLEVO A NUESTRO HIJO QUE TENEMOS EN COMUN ASI EN ESTADO DE EBRIEDAD, EN MARZO SE MOLESTO PORQUE YO FESTEJE MI CUMPLEAÑOS Y FUERON UNOSA MIGOS, ME DIJO CULERA VETE CON ESE GUEY, DESPUES DE ESTA DISCUSION SE FUE DE LA CASA Y YA NO REGRESO, DESEO INICIAR TRAMITE DE DIVORCIO Y P.A.",0
3895,LA USAURAIA DESEA ASESORIA JURIDICA PARA EL TRAMITE DEL DIVORCIO YA QUE TIENE DOS AÑOS SEPARADA DE SU ESPOSO.,0
3896,"USUARIA MENCIONA QUE TIENE 49 AÑOS CASADA, SIETE HIJOS EN COMUN CON SU ESPOSO DE QUIEN SE ENCUENTRA SEPARADA DESDE HACE DOS SEMANAS DEBIDO A INFIDELIDAD DE SU ESPOSO, USUARIA DURANTE SU MATRIMONIO HA VIVIDO VIOLENCIA PSICOLOGICA POR CONSTANTES ENGAÑOS E INFIDELIDADES. USUARIA ACTUALMENTE VIVE EN CASA DE UNA HIJA QUIEN LA ESTA APOYANDO ECONOMICAMENTE. REFIERE QUE ACUDE PORQUE TIENE EL INTERES DE INICIAR CON EL TRAMITE DE DIVORCIO, PRESENTA DUDAS AL RESPECTO, SE BRINDAN REQUISITOS CORRESPONDIENTES Y SE RESUELVEN DUDAS.",0
3897,VIOLENCIA PSICOLOGICA,0
3898,"USUARIA ACUDE A TRÁMITE DE GUARDIA, CUSTODIA Y PENSIÓN DE SUS HIJOS",0
3899,"USUARIA MENCIONA QUE TIENE CUATRO AÑOS CASADA, UNA HIJA EN COMUN CON SU ESPOSO DE QUIEN SE ENCUENTRA SEPARADA DESDE HACE UNA SEMANA , EN SU RELACION TUVO CONFLICTOS CON EL DEBIDO A QUE LA FAMILIA DE EL SE METIA EN SU RELACION, ADEMAS DE VIVIR HECHOS DE VIOLENCIA PSICOLOGICA Y ECONOMICA, SU ESPOSO LA LIMITA PARA LOS GASTOS Y NECESIDADES DEL HOGAR Y DE SU HIJA. USUARIA TRABAJA INDEPENDIENTE Y ES QUIEN CUBRE CON LA MAYORIA DE LOS GASTOS, ADEMAS RECIBE EL APOYO DE SUS PADRES CON QUIENES ACTUALMENTE VIVE, USUARIA ACUDE SOLICITANDO EL APOYO PARA INICIAR CON EL TRAMITE DE DIVORCIO, SE RESUELVEN DUDAS Y SE ENTREGARON REQ CORRESPONDIENTES, TAMBIEN SE INVITA A TERAPIA GRUPAL.",0
3900,"USUARIA MENCIONA QUE TIENE OCHO AÑOS DE CASADA, DOS AÑOS SEPARADA DE SU AUN ESPOSO CON QUIEN TIENE UNA HIJA EN COMUN, SU SEPARACION FUE DEBIDO A QUE YA NO TENIAN VIDA EN COMUN, AL SEPARARSE OPTARON POR LLEGAR A UN ACUERDO SOBRE LAS CONVIVENCIAS Y PENSION ALIMENTICIA, SU ESPOSO LLEVA UNA CONVIVENCIA ABIERTA CON SU HIJA DE SIETE AÑOS, USUARIA DURANTE ESTE TIEMPO NO HABIA LLEGADO A TENER CONFLICTOS EN ESE ASPECTO, SIN EMBARGO EL DIA DE ABRIL POR LA NOCHE USUARIA SALIO DE SU CASA A LA TIENDA POR 15 MINUTOS APROXIMADAMENTE Y DEJO POR A SU HIJA DORMIDA EN EL INTERIOR DE LA CASA, SIN EMBARGO AL REGRESAR A SU DOMICILIO NO ENCONTRO A SU HIJA, USUARIA SALIO A BUSCARLA YA QUE ESTABA SEGURA QUE FUE SU ESPOSO QUIEN INGRESO A SACAR A LA NIÑA YA QUE EL ACCESO A LOS VIDEOS DE LAS CAMARA QUE ESTAN EN EL DOMICILIO DE USUARIA Y FUE POR ELLO QUE SE PERCATO QUE USUARIA SALIO SIN LA MENOR, POSTERIORMENTE SU ESPOSO REGRESA A SU CASA ACOMPAÑADO DEL PADRE DE USUARIA QUIEN SE PUSO DE LADO DEL AGRESOR, LA ESTUVIERON CULPABILIZANDO, SU ESPOSO LE DIJO ""NO ERES APTA PARA TENER A MI HIJA, VOY A BUSCAR LA MANERA DE QUEDARME CON ELLA"" REFIERE QUE LA NIÑA EN ESE MOMENTO YA NO ESTABA CON EL, LA ESTUVO CONDICIONANDO PARA QUE USUARIA PUEDA TENER CONTACTO CON LA NIÑA, POR LO QUE USUARIA ACUDE A EXPONER, POR LO QUE SE BRINDA ASESORIA JURIDICA Y POR EL MOMENTO NO DESEA PRESENTAR DENUNCIA, SE BRINDAN REQUISITOS DE GYC",0
3901,"USUARIA TIENE 18 AÑOS CASADA, DOS HIJAS EN COMUN CON SU ESPOSO DE QUIEN SE ENCUENTRA SEPARADA DESDE HACE UN MES DEBIDO A INFIDELIDAD DE SU ESPOSO, USUARIA ACUDE SOLICITANDO ASESORIA JURIDICA YA QUE SU INTERES ES INICIAR EL TRAMITE DE DIVORCIO, DESDE LA SEPARACION SUS HIJAS SIGUEN CONVIVIENDO CON SU PADRE, SOBRE LOS GASTOS DE ELLAS SON 50 Y 50 POR AMBOS. SE BRINDA ASESORIA JURIDICA Y SE RESUELVEN DUDAS, TAMBIEN SE ENTREGARON REQ CORRESPONDIENTES, TAMBIEN SE INVITA A TERAPIA PSICOLOGICA.",0
3902,"USUARIA REFIERE QUE AGRESOR ES SU ESPOSO Y MENCIONA HAN TENDIO MUCHOS PROBLEMAS Y DISCUCIONES, ULTIMO HECHO DE VIOLENCIA EL DOMINGO DE MARZO DISCUTIERON Y AGRESOR LE GRITO MALDICIONES A USUARIA, ELLA MEJOR OPTO POR SALIRSE EL DIA LUNES DE ABRIL A VIVIR EN SU LUGAR DE TRABAJO. 
USUARIA SOLICITA APOYO PARA RETIRAR AL AGRESOR DEL DOMICILIO, SE LE BRINDAN REQUISITOS DE DIVORCIO Y PLAN DE SEGURIDAD.",0
3903,"USUARIA REFIERE EL DIA DE AYER DE ABRIL POR LA NOCHE, ESTABA EN MI CASA DE MIS PAPAS,AHI VIVO Y EL ME MARCO, CONTESTE Y ME DICE ""NO ME CUELGUES A LA VERGA, YA PARALE WEY QUE SON ESAS MAMADAS, SE ESTAS PASANDO DE VERGA WEY, NO ME INTERESA TU PINCHE VIDA WEY, NO MAMES WEY, YO NOMAS TE ESTOY DICIENDO WEY, SON MAMADAS WEY, PONTE LAS PINCHES PILAS, TU Y TU PINCHE FAMILIAR, HIJA DE TU REPUTA MADRE, Y SI TU TE CREES UNA VERGA, YO SOY UNA VERGA.""",0
3904,USUARIA ACUDE A TRAMITE DE DIVORCIO Y ATENCION PSICOLOGICA,0
3905,AMENAZAS CON PUBLICAR FOTOGRAFIAS INTIMAS,0
3906,"YO VIVO EN UN DOMCILIO QUE ERA MI MAMA, AL FALLECER NOS DEJA UN 50 % A MIS HERMANOS Y A MI, MI PAPA SE MOELSTA Y DICE QUE LE REGRESEMOS TODO PARA VOLVER A REPARTIR, YO AYUDE MUCHO A MIS PADRES Y SIEMPRE ME QUEDO EN ESE DOMCILIO, LUEGO MI HERMANA DICE SER LA DUEÑA ABSOLUTA DE TODOS LOS BIENES, PERO YO LE DIGO QUE ME DE ALGO POR TODOS LOS AÑOS QUE ESTUBE APOYANDOLOS, HACE 2 AÑOS LLEGA A VIVIR MI HERMANO Y EMPIEZAN LAS AGRESIONES, INSULTOS, TODO POR LA CASA, MI HERMANO ME DICE QUE YO NO VLAGO MADRE, QUE MIS HIJOS SON UNOS BASTARDOS, YO TEMO POR MI INTEGRIDAD Y LA DE MIS HIJOS,, YA FUI A FISCALI Y ME DICEN QUE NO LO PUEDO DENUCNAIR PORQUE ES UN ASUNTO QUE TENGO QUE ARREGLAR CON MIS HERMANOS...",0
3907,SE ANEXA HOJA DE HECHOS AL FINAL DE CEDULA,0
3908,"MI PAEJA Y YO VAMOS A CUMPLIR UN AÑO DE SEAPRADOS, TENENMOS DOS HIJOS EN COMUN Y NO ME HA APOYADO CON LOS ALIMENTOS DE ELLOS, SUSA BUELOS PATERNOS ME HAN PEDIDO A LOS NIÑOS PARA CONVIVIR Y YO LE PIDO QUE ME APOYEN DICIENDOLE PARA QUE ME DE DINERO PARA MIS HIJOS, CUANDO ESTUBIMOS JUNTOS YO COMPRE LOS MUEBLES, PERO EL YA NO ME QUISO REGRESAR NADA. VIVIAMOS EN CASA DE SUS PADRES EN LA PARTE DE ARRIBA Y LOS EÑORES ME DICEN QUE YO VAYA POR MIS COSAS. DESEA INICIAR TRAMITE DE P.A",0
3909,"USUARIA MENCIONA QUE VIVIO DOS AÑOS EN UNION LIBRE, TIENE UNA HIJA EN COMUN CON SU EX PAREJA DE QUIEN SE ENCUENTRA SEPARADA DESDE HACE SESIS AÑOS, ACTUALMENTE TIENE CONFLICTOS CON SU EX PAREJA POR LA CONVIVENCIA Y PENSION, REFIERE QUE ELLA NUNCA HA NEGADO QUE SU HIJA CONVIVA CON SU PADRE, SIN EMBARGO EN VARIAS OCASIONES SE HAN PRESENTADO OMISIONES DE CUIDADOS YA QUE LA NIÑA HA LLEGADO A TENER ACCIDENTES AL ESTAR BAJO EL CUIDADO DE SU PADRE, ADEMAS QUE EL APORTA SOLO DE VEZ EN CUANDO Y LIMITA ECONOMICAMENTE PARA LOS GASTOS DE SU HIJA, ES USUARIA QUIEN CUBRE CON LA MAYORIA DE SUS NECESIDADES, ADEMAS DE CONTAR CON EL APOYO DE SUS PADRES, USUARIA ACUDE SOLICITANDO EL APOYO PARA INICIAR CON TRAMITE DE GYC Y PENSION ALIMENTICIA, POR LO QUE SE RESUELVEN DUDAS Y SE ENTREGARON REQ CORRESPONDIENTES.",0
3910,"USUARIA REFIERE QUE AGRESOR ES SU ACTUAL PAREJA, MENCIONA ELLA SE ENTERO DE UNA INFIDELIDAD DE EL Y LE RECLAMO, AGRESOR LA AGREDIO VERBALMENTE Y LE GRITO MALDICIONES, Y EL NO SE QUIERE IR DE LA CASA. USUARIA REFIERE QUE AMBOS SON DE OTRO ESTADO Y SOLICITA ASESORIA PARA SABER QUE PUEDE HACER EN CASO DE SEPARARSE. SE LE BRINDA ASESORIA Y SE LE BRINDAN REQUISITOS DE PENSION ALIMENTICIA Y PLAN DE SEGURIDAD, SE LE OFRECEN LOS SERVICIOS DEL CENTRO EL CUAL NO DESEA PASAR A NINGU SERVICIO.",0
3911,"HACE SEIS MESES SE SEPARO DE SU PAREJA, PORQ LE ENCONTRO MENSAJES CON UNA PERSONA, EL SE FUE A VIVIR A LA CASA DE LADO, LA CASA EN ONDE VIVE ACTUALMENTE US, ES DE ELLA.",0
3912,"USUARIA MENCIONA QUE TIENE TRES AÑOS SEPARADA DE SU ESPOSO, USUARIA TIENE ESE TIEMPO VIVIENDO OTRO ESTADO CON SU PADRE, SUS DOS HIJAS EN COMUN VIVEN CON SU PADRE, DESDE SU SEPARACION SU ESPOSO LE PROHIBO ACERCARSE AL DOMICILIO CONYUGAL, USUARIA TIENE CONTACTO CON SUS HIJAS POR MEDIO DE LLAMADAS, SOLO EN OCASIONES HAN VISITADO A USUARIA,USUARIA REFIERE QUE ESTUVO ENFERMA TIEMPO ATRAS Y SU ESPOSO SE DESLINDO DE APOYARLA ECONOMICAMENTE, A LA FECHA ES SU PADRE Y HERMANO QUIENES LA APOYAN CON SUS GASTOS. HOY ACUDE SOLICITANDO ASESORIA JURIDICA YA QUE ESTA INTERESADA EN INICIAR CON EL TRAMITE DE DIVORCIO, SE BRINDA ORIENTACION AL RESPECTO Y SE ENTREGARON REQUISITOS, DEJA PENDIENTE LA ATENCION PSICOLOGICA YA QUE USUARIA VIVE FUERA DEL ESTADO,",0
3913,"ACUDO A SOLICITAR ASESORIA PARA PENSION ALIMENTICIA YA QUE EL PADRE DE MI HIJA MENRO NO ME APOYA, YA LE E PEDIDO QUE EM APOYE Y ME DICE QUE CUANDO LE DEN UTILIDADES ME VA A DAR LO QUE LE CORRESPONDE, HASTA LA FECHA NO HE TENIDO ACTOS DEMOELSTIA NI VIOLENCIA HACIA MI POR PARTE DE EL.
DE MIS HIJOS MAYOREA SU PAPA FALLECIO HACE CUATRO AÑOS Y CONVIVEN CON SU ABUELA.",0
3914,"YO APARTE DE TRABJAR VENDO COSAS, EL DIA VIERNES DE MARZO, IBA EN LA CALLE Y ESTABA BUSCANDO UN TAXI, EN ESO SE ME ACERCA UN CHICO Y ME METE LA MANO TOCANDO MIS POMPIS, LUEGO ME EMPUJA Y SE RETIRA, YO LE GRABE CON MI CELULAR Y LO SEGUI, LLEGO A OTRA CALLE VIO UN TAXI Y EL CHICO QUE ME TOCO LE DICE ALGO Y ME SEÑALA, YO PIDO APOYO EN UNA TIENDA DE CELULARES. DESPUES YO PUBLIQUE EN RDES SOCIAL Y OTRA MUJER IDENTIFICA A SETE CHICO COMO AGRESOR, TAMBIEN LA QUISO TOCAR EN LA MISMA UBICACION... DESO DENUNCIAR ESTOS HECHOSA ANTE MP",0
3915,"ACUDO A ASESORIA DEBIDO A QUE MI EXPAREJA NO ME APOYA CON LOS GASTOS DE LOS 3 HIJOS QUE TENEMOS EN COMUN, CUANDO LE PIDO DINERO PARA LOS GASTOS ME DICE QUE NO TIENE Y QUE EN SU TRABAJO ESTA BATALLANDO PORQUE HUBO UNA HUELGA Y NO TIENE DINERO. EN ESTA CATORCENA NO ME DEJO NADA DE DINERO.
HAE TIEMPO ME DI CUENTA D QUE ME FUE INFIEL Y CUANDO LE DESCUBRI ME ECHO LA CULPA DE HABERLE ARRUINADO SUS PLANES, YO VEO QUE COMPRA CIGARROS CERVEZA Y PARA ESTO SI TIENE, EL TRABAJA FUERA Y SOLO LO VEO CADA 14 DIAS... EL TRABAJA EN LA MINA DESEO INICIAR TRAMTIE DE P.A...",0
